date,item_nbr,ondisplay,onpromotion,unit_sales
3/01/2017,106716,TRUE,FALSE,2
3/01/2017,108696,FALSE,FALSE,0
3/01/2017,108698,TRUE,FALSE,6
3/01/2017,108701,TRUE,FALSE,2
3/01/2017,108786,TRUE,FALSE,4
3/01/2017,108797,TRUE,FALSE,4
3/01/2017,108831,FALSE,FALSE,0
3/01/2017,108862,TRUE,FALSE,1
3/01/2017,108952,TRUE,FALSE,3
3/01/2017,111223,TRUE,FALSE,13
3/01/2017,111397,FALSE,FALSE,0
3/01/2017,112830,TRUE,FALSE,2
3/01/2017,114778,FALSE,FALSE,0
3/01/2017,114790,TRUE,FALSE,6
3/01/2017,114799,TRUE,FALSE,0
3/01/2017,114800,TRUE,FALSE,5
3/01/2017,115267,TRUE,FALSE,3
3/01/2017,115611,TRUE,FALSE,7
3/01/2017,115693,TRUE,TRUE,5
3/01/2017,115850,TRUE,FALSE,3
3/01/2017,115891,TRUE,FALSE,2
3/01/2017,115892,TRUE,FALSE,2
3/01/2017,115893,TRUE,FALSE,7
3/01/2017,115894,FALSE,FALSE,0
3/01/2017,116017,TRUE,FALSE,13
3/01/2017,116018,TRUE,FALSE,4
3/01/2017,116279,FALSE,FALSE,0
3/01/2017,116311,FALSE,FALSE,0
3/01/2017,119023,TRUE,FALSE,1
3/01/2017,119024,TRUE,FALSE,4
3/01/2017,119141,FALSE,FALSE,0
3/01/2017,119191,TRUE,FALSE,2
3/01/2017,119624,TRUE,FALSE,2
3/01/2017,121964,TRUE,FALSE,1
3/01/2017,122095,FALSE,FALSE,0
3/01/2017,122419,TRUE,FALSE,1
3/01/2017,122425,TRUE,FALSE,0
3/01/2017,123347,TRUE,FALSE,2
3/01/2017,123601,TRUE,FALSE,1
3/01/2017,125430,TRUE,FALSE,1
3/01/2017,127534,TRUE,FALSE,1
3/01/2017,127547,TRUE,FALSE,9
3/01/2017,129296,TRUE,FALSE,1
3/01/2017,129297,TRUE,FALSE,5
3/01/2017,129635,TRUE,TRUE,11
3/01/2017,129758,TRUE,FALSE,1
3/01/2017,153078,TRUE,FALSE,4
3/01/2017,153267,TRUE,FALSE,10
3/01/2017,153395,FALSE,FALSE,0
3/01/2017,153398,TRUE,FALSE,5
3/01/2017,155601,TRUE,FALSE,3
3/01/2017,155610,TRUE,FALSE,7
3/01/2017,155621,TRUE,FALSE,2
3/01/2017,155625,TRUE,FALSE,2
3/01/2017,158680,TRUE,FALSE,6
3/01/2017,158789,TRUE,FALSE,0
3/01/2017,158842,TRUE,FALSE,2
3/01/2017,158875,TRUE,FALSE,2
3/01/2017,159156,TRUE,FALSE,16.223
3/01/2017,159242,TRUE,FALSE,7
3/01/2017,162066,TRUE,FALSE,4
3/01/2017,164036,TRUE,FALSE,3
3/01/2017,164037,TRUE,TRUE,27
3/01/2017,164088,FALSE,FALSE,0
3/01/2017,164647,TRUE,FALSE,1
3/01/2017,165550,TRUE,FALSE,17
3/01/2017,165551,TRUE,FALSE,1
3/01/2017,165553,TRUE,FALSE,1
3/01/2017,165594,TRUE,FALSE,6
3/01/2017,165704,TRUE,TRUE,15
3/01/2017,165705,TRUE,FALSE,4
3/01/2017,165718,TRUE,FALSE,4
3/01/2017,165727,TRUE,FALSE,2
3/01/2017,165988,TRUE,FALSE,13
3/01/2017,167437,FALSE,FALSE,0
3/01/2017,168927,TRUE,FALSE,25
3/01/2017,168930,TRUE,FALSE,12
3/01/2017,168989,FALSE,FALSE,0
3/01/2017,169101,TRUE,TRUE,1
3/01/2017,170791,TRUE,FALSE,8
3/01/2017,172184,TRUE,FALSE,2
3/01/2017,172343,TRUE,FALSE,3
3/01/2017,173111,TRUE,FALSE,4
3/01/2017,173113,TRUE,FALSE,2
3/01/2017,174081,TRUE,FALSE,4
3/01/2017,177050,FALSE,FALSE,0
3/01/2017,177395,TRUE,FALSE,3
3/01/2017,179274,TRUE,FALSE,6
3/01/2017,179564,TRUE,FALSE,1
3/01/2017,179615,TRUE,FALSE,7
3/01/2017,205387,TRUE,TRUE,1
3/01/2017,205486,TRUE,FALSE,3
3/01/2017,205557,FALSE,FALSE,0
3/01/2017,207857,TRUE,FALSE,2
4/01/2017,103665,TRUE,FALSE,3
4/01/2017,105574,TRUE,FALSE,12
4/01/2017,105575,TRUE,FALSE,15
4/01/2017,105577,TRUE,FALSE,1
4/01/2017,105737,TRUE,FALSE,1
4/01/2017,105857,TRUE,FALSE,2
4/01/2017,106716,TRUE,FALSE,2
4/01/2017,108696,FALSE,FALSE,0
4/01/2017,108698,TRUE,FALSE,5
4/01/2017,108701,TRUE,FALSE,1
4/01/2017,108786,TRUE,FALSE,0
4/01/2017,108797,TRUE,FALSE,4
4/01/2017,108831,FALSE,FALSE,0
4/01/2017,108862,TRUE,FALSE,1
4/01/2017,108952,TRUE,FALSE,1
4/01/2017,111223,TRUE,FALSE,5
4/01/2017,111397,TRUE,FALSE,1
4/01/2017,112830,TRUE,FALSE,3
4/01/2017,114778,FALSE,FALSE,0
4/01/2017,114790,TRUE,FALSE,7
4/01/2017,114799,TRUE,FALSE,3
4/01/2017,114800,TRUE,FALSE,7
4/01/2017,115267,TRUE,FALSE,1
4/01/2017,115611,TRUE,FALSE,11
4/01/2017,115693,TRUE,TRUE,11
4/01/2017,115850,TRUE,FALSE,14
4/01/2017,115891,TRUE,FALSE,3
4/01/2017,115892,TRUE,FALSE,5
4/01/2017,115893,TRUE,FALSE,8
4/01/2017,115894,FALSE,FALSE,0
4/01/2017,116017,TRUE,FALSE,0
4/01/2017,116018,TRUE,FALSE,8
4/01/2017,116279,FALSE,FALSE,0
4/01/2017,116311,FALSE,FALSE,0
4/01/2017,119023,TRUE,FALSE,0
4/01/2017,119024,TRUE,FALSE,1
4/01/2017,119141,FALSE,FALSE,0
4/01/2017,119191,TRUE,FALSE,1
4/01/2017,119624,TRUE,FALSE,2
4/01/2017,121964,TRUE,FALSE,0
4/01/2017,122095,TRUE,TRUE,8
4/01/2017,122419,TRUE,FALSE,2
4/01/2017,122425,TRUE,FALSE,1
4/01/2017,123347,TRUE,FALSE,2
4/01/2017,123601,TRUE,FALSE,0
4/01/2017,125430,TRUE,FALSE,3
4/01/2017,127534,TRUE,FALSE,0
4/01/2017,127547,TRUE,FALSE,4
4/01/2017,129296,TRUE,FALSE,2
4/01/2017,129297,TRUE,FALSE,2
4/01/2017,129635,TRUE,TRUE,16
4/01/2017,129758,TRUE,FALSE,3
4/01/2017,153078,TRUE,FALSE,2
4/01/2017,153267,TRUE,FALSE,10
4/01/2017,153395,FALSE,FALSE,0
4/01/2017,153398,TRUE,FALSE,6
4/01/2017,155601,TRUE,FALSE,4
4/01/2017,155610,TRUE,FALSE,2
4/01/2017,155621,TRUE,FALSE,1
4/01/2017,155625,TRUE,FALSE,2
4/01/2017,158680,TRUE,FALSE,0
4/01/2017,158789,TRUE,FALSE,3
4/01/2017,158842,TRUE,FALSE,0
4/01/2017,158875,TRUE,FALSE,1
4/01/2017,159156,TRUE,FALSE,35.75
4/01/2017,159242,TRUE,FALSE,4
4/01/2017,162066,TRUE,FALSE,8
4/01/2017,164036,TRUE,FALSE,5
4/01/2017,164037,TRUE,TRUE,13
4/01/2017,164088,FALSE,FALSE,0
4/01/2017,164647,TRUE,FALSE,1
4/01/2017,165550,TRUE,FALSE,2
4/01/2017,165551,TRUE,FALSE,0
4/01/2017,165553,TRUE,FALSE,2
4/01/2017,165594,TRUE,FALSE,7
4/01/2017,165704,TRUE,TRUE,3
4/01/2017,165705,TRUE,FALSE,1
4/01/2017,165718,TRUE,FALSE,1
4/01/2017,165727,TRUE,FALSE,8
4/01/2017,165988,TRUE,FALSE,12
4/01/2017,167437,TRUE,FALSE,1
4/01/2017,168927,TRUE,FALSE,35
4/01/2017,168930,TRUE,FALSE,27
4/01/2017,168989,TRUE,FALSE,1
4/01/2017,169101,TRUE,TRUE,2
4/01/2017,170791,TRUE,FALSE,10
4/01/2017,172184,TRUE,FALSE,1
4/01/2017,172343,TRUE,FALSE,1
4/01/2017,173111,TRUE,FALSE,1
4/01/2017,173113,TRUE,FALSE,1
4/01/2017,174081,TRUE,FALSE,0
4/01/2017,177050,FALSE,FALSE,0
4/01/2017,177395,TRUE,FALSE,4
4/01/2017,179274,TRUE,FALSE,13
4/01/2017,179564,TRUE,FALSE,1
4/01/2017,179615,TRUE,FALSE,13
4/01/2017,205387,TRUE,FALSE,0
4/01/2017,205486,TRUE,FALSE,8
4/01/2017,205557,FALSE,FALSE,0
4/01/2017,207857,TRUE,FALSE,2
5/01/2017,103665,TRUE,FALSE,2
5/01/2017,105574,TRUE,FALSE,9
5/01/2017,105575,TRUE,FALSE,19
5/01/2017,105577,TRUE,FALSE,1
5/01/2017,105737,TRUE,FALSE,2
5/01/2017,105857,TRUE,FALSE,8
5/01/2017,106716,TRUE,FALSE,2
5/01/2017,108696,FALSE,FALSE,0
5/01/2017,108698,TRUE,FALSE,0
5/01/2017,108701,TRUE,FALSE,1
5/01/2017,108786,TRUE,FALSE,3
5/01/2017,108797,TRUE,FALSE,3
5/01/2017,108831,FALSE,FALSE,0
5/01/2017,108862,TRUE,FALSE,1
5/01/2017,108952,TRUE,FALSE,1
5/01/2017,111223,TRUE,FALSE,10
5/01/2017,111397,TRUE,FALSE,4
5/01/2017,112830,TRUE,FALSE,3
5/01/2017,114778,FALSE,FALSE,0
5/01/2017,114790,TRUE,FALSE,6
5/01/2017,114799,TRUE,FALSE,1
5/01/2017,114800,TRUE,FALSE,2
5/01/2017,115267,TRUE,FALSE,5
5/01/2017,115611,TRUE,FALSE,7
5/01/2017,115693,TRUE,TRUE,2
5/01/2017,115850,TRUE,FALSE,2
5/01/2017,115891,TRUE,FALSE,2
5/01/2017,115892,TRUE,FALSE,4
5/01/2017,115893,TRUE,FALSE,9
5/01/2017,115894,FALSE,FALSE,0
5/01/2017,116017,TRUE,FALSE,0
5/01/2017,116018,TRUE,FALSE,2
5/01/2017,116279,FALSE,FALSE,0
5/01/2017,116311,FALSE,FALSE,0
5/01/2017,119023,TRUE,FALSE,0
5/01/2017,119024,TRUE,FALSE,1
5/01/2017,119141,FALSE,FALSE,0
5/01/2017,119191,TRUE,FALSE,6
5/01/2017,119624,TRUE,FALSE,18
5/01/2017,121964,TRUE,FALSE,0
5/01/2017,122095,TRUE,FALSE,4
5/01/2017,122419,TRUE,FALSE,1
5/01/2017,122425,TRUE,FALSE,0
5/01/2017,123347,TRUE,FALSE,0
5/01/2017,123601,TRUE,FALSE,2
5/01/2017,125430,TRUE,FALSE,3
5/01/2017,127534,TRUE,FALSE,0
5/01/2017,127547,TRUE,FALSE,4
5/01/2017,129296,TRUE,FALSE,1
5/01/2017,129297,TRUE,FALSE,3
5/01/2017,129635,TRUE,FALSE,12
5/01/2017,129758,TRUE,FALSE,2
5/01/2017,153078,TRUE,FALSE,5
5/01/2017,153267,TRUE,FALSE,11
5/01/2017,153395,FALSE,FALSE,0
5/01/2017,153398,TRUE,FALSE,8
5/01/2017,155601,TRUE,FALSE,0
5/01/2017,155610,TRUE,FALSE,4
5/01/2017,155621,TRUE,FALSE,1
5/01/2017,155625,TRUE,FALSE,3
5/01/2017,158680,TRUE,TRUE,4
5/01/2017,158789,TRUE,FALSE,7
5/01/2017,158842,TRUE,TRUE,1
5/01/2017,158875,TRUE,FALSE,0
5/01/2017,159156,TRUE,FALSE,13.726
5/01/2017,159242,TRUE,FALSE,1
5/01/2017,162066,TRUE,FALSE,5
5/01/2017,164036,TRUE,FALSE,4
5/01/2017,164037,TRUE,FALSE,5
5/01/2017,164088,TRUE,FALSE,3
5/01/2017,164647,TRUE,FALSE,4
5/01/2017,165550,TRUE,FALSE,9
5/01/2017,165551,TRUE,FALSE,0
5/01/2017,165553,TRUE,FALSE,6
5/01/2017,165594,TRUE,FALSE,8
5/01/2017,165704,TRUE,FALSE,7
5/01/2017,165705,TRUE,FALSE,3
5/01/2017,165718,TRUE,FALSE,1
5/01/2017,165727,TRUE,FALSE,2
5/01/2017,165988,TRUE,FALSE,5
5/01/2017,167437,TRUE,FALSE,4
5/01/2017,168927,TRUE,FALSE,31
5/01/2017,168930,TRUE,FALSE,28
5/01/2017,168989,TRUE,FALSE,5
5/01/2017,169101,TRUE,FALSE,0
5/01/2017,170791,TRUE,FALSE,2
5/01/2017,172184,TRUE,FALSE,0
5/01/2017,172343,TRUE,FALSE,3
5/01/2017,173111,TRUE,FALSE,1
5/01/2017,173113,TRUE,FALSE,1
5/01/2017,174081,TRUE,FALSE,11
5/01/2017,177050,TRUE,FALSE,2
5/01/2017,177395,TRUE,FALSE,2
5/01/2017,179274,TRUE,FALSE,9
5/01/2017,179564,TRUE,FALSE,0
5/01/2017,179615,TRUE,FALSE,2
5/01/2017,205387,TRUE,FALSE,1
5/01/2017,205486,TRUE,FALSE,4
5/01/2017,205557,TRUE,FALSE,2
5/01/2017,207857,TRUE,FALSE,3
6/01/2017,103665,TRUE,FALSE,2
6/01/2017,105574,TRUE,TRUE,6
6/01/2017,105575,TRUE,FALSE,13
6/01/2017,105577,TRUE,FALSE,2
6/01/2017,105737,TRUE,FALSE,5
6/01/2017,105857,TRUE,FALSE,9
6/01/2017,106716,TRUE,FALSE,1
6/01/2017,108696,FALSE,FALSE,0
6/01/2017,108698,TRUE,TRUE,10
6/01/2017,108701,TRUE,TRUE,1
6/01/2017,108786,TRUE,FALSE,7
6/01/2017,108797,TRUE,FALSE,9
6/01/2017,108831,FALSE,FALSE,0
6/01/2017,108862,TRUE,FALSE,0
6/01/2017,108952,TRUE,FALSE,4
6/01/2017,111223,TRUE,FALSE,2
6/01/2017,111397,TRUE,FALSE,0
6/01/2017,112830,TRUE,FALSE,3
6/01/2017,114778,FALSE,FALSE,0
6/01/2017,114790,TRUE,FALSE,1
6/01/2017,114799,TRUE,FALSE,2
6/01/2017,114800,TRUE,FALSE,8
6/01/2017,115267,TRUE,TRUE,2
6/01/2017,115611,TRUE,FALSE,3
6/01/2017,115693,TRUE,TRUE,1
6/01/2017,115850,TRUE,FALSE,12
6/01/2017,115891,TRUE,FALSE,2
6/01/2017,115892,TRUE,FALSE,6
6/01/2017,115893,TRUE,FALSE,11
6/01/2017,115894,FALSE,FALSE,0
6/01/2017,116017,TRUE,FALSE,6
6/01/2017,116018,TRUE,FALSE,4
6/01/2017,116279,TRUE,FALSE,1
6/01/2017,116311,FALSE,FALSE,0
6/01/2017,119023,TRUE,FALSE,0
6/01/2017,119024,TRUE,FALSE,1
6/01/2017,119141,FALSE,FALSE,0
6/01/2017,119191,TRUE,FALSE,4
6/01/2017,119624,TRUE,FALSE,4
6/01/2017,121964,TRUE,FALSE,0
6/01/2017,122095,TRUE,FALSE,1
6/01/2017,122419,TRUE,FALSE,8
6/01/2017,122425,TRUE,FALSE,2
6/01/2017,123347,TRUE,FALSE,2
6/01/2017,123601,TRUE,FALSE,3
6/01/2017,125430,TRUE,FALSE,4
6/01/2017,127534,TRUE,FALSE,1
6/01/2017,127547,TRUE,TRUE,6
6/01/2017,129296,TRUE,FALSE,1
6/01/2017,129297,TRUE,FALSE,2
6/01/2017,129635,TRUE,FALSE,8
6/01/2017,129758,TRUE,FALSE,2
6/01/2017,153078,TRUE,FALSE,4
6/01/2017,153267,TRUE,FALSE,11
6/01/2017,153395,TRUE,FALSE,2
6/01/2017,153398,TRUE,FALSE,0
6/01/2017,155601,TRUE,FALSE,3
6/01/2017,155610,TRUE,FALSE,1
6/01/2017,155621,TRUE,FALSE,3
6/01/2017,155625,TRUE,FALSE,2
6/01/2017,158680,TRUE,FALSE,0
6/01/2017,158789,TRUE,FALSE,7
6/01/2017,158842,TRUE,TRUE,5
6/01/2017,158875,TRUE,FALSE,0
6/01/2017,159156,TRUE,TRUE,14.739
6/01/2017,159242,TRUE,FALSE,9
6/01/2017,162066,TRUE,FALSE,8
6/01/2017,164036,TRUE,FALSE,5
6/01/2017,164037,TRUE,FALSE,8
6/01/2017,164088,TRUE,FALSE,7
6/01/2017,164647,TRUE,FALSE,0
6/01/2017,165550,TRUE,FALSE,7
6/01/2017,165551,TRUE,FALSE,0
6/01/2017,165553,TRUE,FALSE,0
6/01/2017,165594,TRUE,FALSE,5
6/01/2017,165704,TRUE,FALSE,5
6/01/2017,165705,TRUE,FALSE,1
6/01/2017,165718,TRUE,FALSE,0
6/01/2017,165727,TRUE,FALSE,2
6/01/2017,165988,TRUE,FALSE,1
6/01/2017,167437,TRUE,FALSE,1
6/01/2017,168927,TRUE,FALSE,29
6/01/2017,168930,TRUE,FALSE,20
6/01/2017,168989,TRUE,FALSE,0
6/01/2017,169101,TRUE,FALSE,2
6/01/2017,170791,TRUE,FALSE,8
6/01/2017,172184,TRUE,FALSE,2
6/01/2017,172343,TRUE,FALSE,4
6/01/2017,173111,TRUE,FALSE,1
6/01/2017,173113,TRUE,FALSE,2
6/01/2017,174081,TRUE,FALSE,5
6/01/2017,177050,TRUE,FALSE,0
6/01/2017,177395,TRUE,FALSE,2
6/01/2017,179274,TRUE,FALSE,5
6/01/2017,179564,TRUE,FALSE,1
6/01/2017,179615,TRUE,FALSE,9
6/01/2017,205387,TRUE,FALSE,0
6/01/2017,205486,TRUE,FALSE,1
6/01/2017,205557,TRUE,FALSE,2
6/01/2017,207857,TRUE,FALSE,0
7/01/2017,103665,TRUE,FALSE,1
7/01/2017,105574,TRUE,FALSE,4
7/01/2017,105575,TRUE,FALSE,12
7/01/2017,105577,TRUE,FALSE,0
7/01/2017,105737,TRUE,FALSE,2
7/01/2017,105857,TRUE,FALSE,8
7/01/2017,106716,TRUE,FALSE,3
7/01/2017,108696,FALSE,FALSE,0
7/01/2017,108698,TRUE,FALSE,0
7/01/2017,108701,TRUE,FALSE,2
7/01/2017,108786,TRUE,FALSE,3
7/01/2017,108797,TRUE,FALSE,6
7/01/2017,108831,FALSE,FALSE,0
7/01/2017,108862,TRUE,FALSE,0
7/01/2017,108952,TRUE,FALSE,3
7/01/2017,111223,TRUE,FALSE,10
7/01/2017,111397,TRUE,FALSE,2
7/01/2017,112830,TRUE,FALSE,1
7/01/2017,114778,FALSE,FALSE,0
7/01/2017,114790,TRUE,FALSE,2
7/01/2017,114799,TRUE,FALSE,2
7/01/2017,114800,TRUE,FALSE,5
7/01/2017,115267,TRUE,FALSE,2
7/01/2017,115611,TRUE,FALSE,8
7/01/2017,115693,TRUE,TRUE,1
7/01/2017,115850,TRUE,FALSE,9
7/01/2017,115891,TRUE,FALSE,2
7/01/2017,115892,TRUE,FALSE,4
7/01/2017,115893,TRUE,FALSE,6
7/01/2017,115894,FALSE,FALSE,0
7/01/2017,116017,TRUE,FALSE,16
7/01/2017,116018,TRUE,FALSE,1
7/01/2017,116279,TRUE,FALSE,0
7/01/2017,116311,FALSE,FALSE,0
7/01/2017,119023,TRUE,FALSE,1
7/01/2017,119024,TRUE,FALSE,3
7/01/2017,119141,FALSE,FALSE,0
7/01/2017,119191,TRUE,FALSE,0
7/01/2017,119624,TRUE,FALSE,2
7/01/2017,121964,TRUE,FALSE,0
7/01/2017,122095,TRUE,FALSE,1
7/01/2017,122419,TRUE,FALSE,9
7/01/2017,122425,TRUE,FALSE,0
7/01/2017,123347,TRUE,FALSE,4
7/01/2017,123601,TRUE,FALSE,2
7/01/2017,125430,TRUE,FALSE,1
7/01/2017,127534,TRUE,FALSE,0
7/01/2017,127547,TRUE,FALSE,3
7/01/2017,129296,TRUE,FALSE,1
7/01/2017,129297,TRUE,FALSE,1
7/01/2017,129635,TRUE,FALSE,15
7/01/2017,129758,TRUE,FALSE,2
7/01/2017,153078,TRUE,FALSE,4
7/01/2017,153267,TRUE,FALSE,7
7/01/2017,153395,TRUE,FALSE,1
7/01/2017,153398,TRUE,FALSE,2
7/01/2017,155601,TRUE,FALSE,0
7/01/2017,155610,TRUE,FALSE,0
7/01/2017,155621,TRUE,FALSE,4
7/01/2017,155625,TRUE,FALSE,1
7/01/2017,158680,TRUE,TRUE,4
7/01/2017,158789,TRUE,FALSE,0
7/01/2017,158842,TRUE,TRUE,4
7/01/2017,158875,TRUE,FALSE,2
7/01/2017,159156,TRUE,FALSE,16.51
7/01/2017,159242,TRUE,FALSE,3
7/01/2017,162066,TRUE,FALSE,2
7/01/2017,164036,TRUE,FALSE,7
7/01/2017,164037,TRUE,FALSE,4
7/01/2017,164088,TRUE,FALSE,3
7/01/2017,164647,TRUE,FALSE,1
7/01/2017,165550,TRUE,FALSE,7
7/01/2017,165551,TRUE,FALSE,0
7/01/2017,165553,TRUE,FALSE,2
7/01/2017,165594,TRUE,FALSE,6
7/01/2017,165704,TRUE,FALSE,0
7/01/2017,165705,TRUE,FALSE,7
7/01/2017,165718,TRUE,FALSE,0
7/01/2017,165727,TRUE,FALSE,2
7/01/2017,165988,TRUE,FALSE,1
7/01/2017,167437,TRUE,FALSE,2
7/01/2017,168927,TRUE,FALSE,27
7/01/2017,168930,TRUE,FALSE,13
7/01/2017,168989,TRUE,FALSE,0
7/01/2017,169101,TRUE,FALSE,0
7/01/2017,170791,TRUE,FALSE,8
7/01/2017,172184,TRUE,FALSE,1
7/01/2017,172343,TRUE,FALSE,1
7/01/2017,173111,TRUE,FALSE,1
7/01/2017,173113,TRUE,FALSE,2
7/01/2017,174081,TRUE,FALSE,3
7/01/2017,177050,TRUE,FALSE,0
7/01/2017,177395,TRUE,FALSE,5
7/01/2017,179274,TRUE,FALSE,6
7/01/2017,179564,TRUE,FALSE,6
7/01/2017,179615,TRUE,FALSE,10
7/01/2017,205387,TRUE,FALSE,4
7/01/2017,205486,TRUE,FALSE,3
7/01/2017,205557,TRUE,FALSE,0
7/01/2017,207857,TRUE,FALSE,3
8/01/2017,103665,TRUE,FALSE,2
8/01/2017,105574,TRUE,FALSE,2
8/01/2017,105575,TRUE,FALSE,8
8/01/2017,105577,TRUE,FALSE,1
8/01/2017,105737,TRUE,FALSE,1
8/01/2017,105857,TRUE,FALSE,1
8/01/2017,106716,TRUE,FALSE,1
8/01/2017,108696,FALSE,FALSE,0
8/01/2017,108698,TRUE,FALSE,0
8/01/2017,108701,TRUE,FALSE,0
8/01/2017,108786,TRUE,FALSE,0
8/01/2017,108797,TRUE,FALSE,6
8/01/2017,108831,FALSE,FALSE,0
8/01/2017,108862,TRUE,FALSE,0
8/01/2017,108952,TRUE,FALSE,0
8/01/2017,111223,TRUE,FALSE,6
8/01/2017,111397,TRUE,FALSE,0
8/01/2017,112830,TRUE,FALSE,0
8/01/2017,114778,FALSE,FALSE,0
8/01/2017,114790,TRUE,FALSE,2
8/01/2017,114799,TRUE,FALSE,0
8/01/2017,114800,TRUE,FALSE,0
8/01/2017,115267,TRUE,FALSE,2
8/01/2017,115611,TRUE,FALSE,2
8/01/2017,115693,TRUE,TRUE,4
8/01/2017,115850,TRUE,FALSE,0
8/01/2017,115891,TRUE,FALSE,1
8/01/2017,115892,TRUE,FALSE,1
8/01/2017,115893,TRUE,FALSE,5
8/01/2017,115894,FALSE,FALSE,0
8/01/2017,116017,TRUE,FALSE,6
8/01/2017,116018,TRUE,FALSE,3
8/01/2017,116279,TRUE,FALSE,0
